popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
19,0.961,0.547,352600.0,0.932,0.0,4,0.971,-8.465,0,0.915,6745,0.112
33,0.904,0.63,355573.0,0.142,0.402,9,0.113,-17.555,1,0.0439,26227,0.447
39,0.964,0.491,,0.343,0.0273,2,0.171,-9.178,1,0.0299,5313,0.226
62,0.523,0.66,160582.0,0.616,0.0,0,0.391,-4.753,0,0.0333,10027,0.536
56,0.401,0.635,234360.0,0.493,0.0,3,0.142,-8.631,0,0.0741,26227,0.207
47,0.652,0.682,248649.0,0.406,0.00814,4,0.0863,-9.442,0,0.0663,2876,0.156
68,0.0441,0.715,260320.0,0.723,0.000834,10,0.102,-3.263,0,0.191,18599,0.97
35,0.764,0.606,162347.0,0.292,2.02e-06,10,0.0804,-10.007,1,0.0352,5287,0.571
40,0.777,0.546,224823.0,0.368,0.0,10,0.803,-11.632,0,0.107,23835,0.648
63,0.00829,0.72,151184.0,0.725,0.0,11,0.137,-3.988,0,0.0525,26227,0.202
57,0.411,0.832,227260.0,0.316,6.59e-05,0,0.258,-15.258,0,0.063,4431,0.329
43,0.817,0.325,,0.0691,0.303,7,0.112,-22.157,1,0.0307,25158,0.111
51,0.0988,0.592,,0.66,3.11e-05,0,0.0746,-3.826,1,0.0283,23080,0.258
72,0.00514,0.714,150968.0,0.828,0.154,6,0.32,-4.663,0,0.0598,26227,0.208
57,0.0476,0.884,261267.0,0.334,0.0588,4,0.107,-18.943,1,0.228,25787,0.571
62,0.006,0.464,213173.0,0.797,0.000304,3,0.392,-5.244,0,0.0333,7844,0.547
12,0.757,0.715,117351.0,0.229,0.0,5,0.621,-15.754,0,0.943,26227,0.489
66,0.0824,0.433,219517.0,0.73,2.01e-06,11,0.105,-4.933,0,0.0315,21140,0.346
29,0.0294,0.478,418307.0,0.689,0.598,11,0.676,-8.004,0,0.0515,21323,0.73
53,0.529,0.623,254835.0,0.596,0.0,3,0.157,-4.922,0,0.0407,19804,0.656
22,0.954,0.468,201320.0,0.781,2.37e-06,2,0.703,-11.614,0,0.933,22194,0.447
56,0.123,0.657,273027.0,0.579,0.0,10,0.102,-10.463,1,0.275,21403,0.146
97,0.556,0.76,158040.0,0.479,0.0,5,0.0703,-5.574,0,0.0466,22968,0.913
42,0.304,0.211,455627.0,0.455,0.0,2,0.0667,-7.771,0,0.0343,10093,0.121
35,0.124,0.483,170400.0,0.753,0.0422,10,0.13,-10.535,0,0.0341,13290,0.438
48,0.0311,0.763,185933.0,0.81,0.0,8,0.316,-5.118,1,0.0861,2100,0.437
28,0.548,0.535,73933.0,0.814,0.0,8,0.836,-6.514,0,0.0492,3725,0.975
50,0.192,0.34,303627.0,0.423,0.000106,0,0.101,-7.141,0,0.0292,5881,0.14
40,0.0617,0.542,375187.0,0.449,0.000461,5,0.0755,-13.039,0,0.0591,3582,0.481
33,0.995,0.426,85907.0,0.00278,0.909,1,0.105,-38.817,0,0.0593,17328,0.197
49,0.051,0.535,178954.0,0.661,0.0,11,0.104,-5.076,1,0.155,15079,0.331
43,0.00526,0.344,,0.69,0.0,9,0.0939,-5.465,0,0.0375,13669,0.256
31,0.347,0.665,277427.0,0.926,0.00229,6,0.0709,-6.439,0,0.0704,4033,0.578
57,0.000161,0.547,195707.0,0.919,0.001,7,0.197,-5.037,0,0.0571,3375,0.529
31,0.897,0.132,227880.0,0.0232,0.252,5,0.126,-30.984,0,0.037,20834,0.0501
42,0.82,0.117,,0.139,0.914,5,0.114,-21.275,0,0.039,17466,0.0605
57,0.0901,0.561,173200.0,0.894,0.0,10,0.0881,-4.255,0,0.515,20551,0.686
43,0.236,0.214,154929.0,0.391,0.315,10,0.369,-11.426,0,0.0432,14719,0.0415
59,0.151,0.692,198000.0,0.62,0.0,4,0.158,-7.837,1,0.0701,12079,0.596
44,0.589,0.635,191373.0,0.47,0.0,5,0.113,-11.789,0,0.0453,5633,0.571
14,0.987,0.25,252400.0,0.29,0.0358,3,0.338,-9.651,0,0.0369,20084,0.276
44,0.285,0.556,,0.662,0.0,1,0.124,-5.209,0,0.128,13063,0.385
32,0.211,0.564,292576.0,0.451,0.772,2,0.138,-8.757,1,0.0277,18938,0.104
10,0.849,0.445,,0.538,0.357,3,0.104,-17.749,0,0.903,19293,0.0374
58,0.179,0.765,220588.0,0.478,1.7e-05,11,0.109,-8.929,0,0.126,543,0.152
42,0.121,0.397,,0.747,4.68e-05,7,0.312,-7.677,1,0.0771,2702,0.766
49,0.227,0.687,128720.0,0.791,0.00191,4,0.396,-8.626,0,0.266,41,0.629
44,0.425,0.548,367440.0,0.456,0.116,3,0.0892,-11.53,1,0.0289,5353,0.294
26,0.175,0.814,281573.0,0.449,0.00661,8,0.17,-10.535,0,0.0455,3679,0.882
61,0.0217,0.435,204427.0,0.691,0.0,9,0.255,-6.322,1,0.324,11964,0.533
43,0.883,0.595,,0.306,0.000386,10,0.0733,-14.404,0,0.0345,8785,0.464
38,0.294,0.839,261000.0,0.446,0.0,10,0.17,-9.718,0,0.0641,5238,0.588
12,0.891,0.494,218480.0,0.605,0.0,2,0.733,-11.979,1,0.938,20693,0.512
60,0.00145,0.61,184893.0,0.919,3.23e-05,10,0.192,-4.707,0,0.0469,3130,0.495
0,0.984,0.351,218067.0,0.0766,0.0,10,0.678,-28.317,0,0.317,16647,0.0757
33,0.000487,0.53,220640.0,0.686,0.000618,7,0.449,-14.377,0,0.0441,10060,0.623
33,0.761,0.142,386600.0,0.252,0.927,2,0.263,-19.964,0,0.0468,17597,0.0856
10,0.407,0.65,,0.598,0.0,1,0.854,-8.658,1,0.919,8188,0.724
52,0.391,0.463,203095.0,0.337,0.000176,4,0.0728,-9.852,1,0.0723,7813,0.372
56,0.738,0.304,322867.0,0.219,0.000618,3,0.112,-15.617,1,0.041,21831,0.199
50,0.872,0.489,208280.0,0.252,0.048,4,0.116,-11.579,0,0.03,16224,0.074
33,0.905,0.318,,0.153,0.0,1,0.0637,-13.462,0,0.0288,26227,0.228
59,0.228,0.573,,0.656,0.0,5,0.0651,-5.954,0,0.0562,20319,0.668
46,0.107,0.398,202373.0,0.66,0.0,4,0.121,-5.626,1,0.12,20991,0.719
33,0.966,0.339,369400.0,0.137,0.774,1,0.11,-18.965,0,0.0422,10116,0.194
66,0.116,0.431,143893.0,0.46,0.0,10,0.0982,-13.015,0,0.0381,14983,0.913
33,0.926,0.412,245120.0,0.143,0.121,10,0.491,-14.639,0,0.0572,13956,0.25
29,0.0227,0.225,191630.0,0.777,0.0514,10,0.119,-7.693,0,0.0365,11413,0.57
31,0.0171,0.606,188960.0,0.817,0.258,3,0.137,-5.666,0,0.0331,7877,0.369
29,0.97,0.373,840387.0,0.244,0.561,0,0.0569,-14.111,1,0.0503,10997,0.113
51,0.142,0.538,283067.0,0.776,0.0,0,0.0921,-7.219,0,0.0556,10333,0.381
7,0.977,0.444,,0.116,0.196,4,0.664,-20.788,0,0.037,912,0.638
79,0.185,0.849,256341.0,0.699,0.00118,7,0.0954,-5.193,1,0.0574,26227,0.0778
11,0.824,0.677,177865.0,0.722,0.0,3,0.607,-7.28,1,0.894,23031,0.609
55,0.00407,0.412,186827.0,0.567,6.24e-05,2,0.11,-7.1,1,0.0778,14774,0.422
14,0.953,0.159,,0.0727,0.899,6,0.0793,-24.446,0,0.0406,17113,0.0608
61,0.158,0.733,213200.0,0.636,0.0,0,0.32,-6.693,0,0.0299,26223,0.591
62,0.428,0.435,274282.0,0.719,0.0,7,0.102,-6.82,1,0.149,26227,0.137
38,0.939,0.506,,0.18,0.387,5,0.0528,-21.086,0,0.0516,19042,0.514
45,0.978,0.505,224693.0,0.0871,0.833,11,0.0794,-12.518,0,0.0391,6632,0.331
61,0.207,0.657,265980.0,0.687,0.0,3,0.201,-5.318,1,0.445,20765,0.434
22,0.83,0.523,221853.0,0.915,0.0,1,0.716,-6.688,1,0.903,24542,0.525
53,0.571,0.678,205739.0,0.376,0.0,9,0.111,-9.031,0,0.0418,26227,0.183
34,0.242,0.46,249920.0,0.72,0.00831,4,0.528,-11.263,0,0.0525,6129,0.59
64,0.519,0.659,218929.0,0.348,0.0,8,0.339,-8.227,0,0.151,21210,0.582
51,0.256,0.568,217947.0,0.682,0.0,11,0.231,-5.781,0,0.0439,24029,0.366
40,0.4,0.796,217234.0,0.696,0.0,4,0.0557,-5.812,1,0.0725,1350,0.756
62,0.889,0.393,,0.226,0.00505,7,0.0792,-14.949,0,0.0373,18153,0.136
74,0.622,0.466,221107.0,0.672,0.00108,11,0.147,-5.777,1,0.068,23590,0.108
40,0.695,0.434,237840.0,0.31,0.0,2,0.115,-8.787,0,0.0327,8078,0.332
50,0.992,0.499,,0.0867,4.02e-05,0,0.132,-18.88,1,0.0385,26227,0.252
69,0.176,0.631,,0.69,0.0,5,0.121,-6.676,0,0.0531,24566,0.938
31,0.922,0.251,520995.0,0.15,0.766,8,0.0525,-16.932,0,0.0343,14838,0.359
49,0.355,0.442,256347.0,0.625,0.0746,5,0.11,-9.69,0,0.0589,2099,0.176
37,0.252,0.771,315000.0,0.563,0.00323,5,0.133,-10.722,1,0.0284,3615,0.884
54,0.00189,0.629,,0.853,0.0,3,0.34,-4.36,0,0.104,18937,0.373
41,0.925,0.302,,0.268,0.348,5,0.164,-12.988,0,0.04,11147,0.238
68,0.0821,0.758,369240.0,0.782,0.0,1,0.111,-6.153,1,0.309,23426,0.676
60,0.856,0.327,206133.0,0.518,0.000795,8,0.116,-9.244,1,0.16,15097,0.153
38,0.0426,0.355,,0.577,0.00283,0,0.292,-8.037,0,0.0339,9331,0.567
21,0.964,0.141,250533.0,0.117,0.000776,11,0.304,-23.573,0,0.0445,20977,0.0744
61,0.0452,0.697,213173.0,0.709,0.0,8,0.138,-1.917,1,0.0455,9083,0.787
81,0.0865,0.605,200787.0,0.768,0.0,3,0.308,-3.724,1,0.0476,118,0.414
24,0.799,0.578,420947.0,0.76,0.0,4,0.133,-8.771,0,0.953,21634,0.439
60,0.739,0.52,192500.0,0.268,0.177,4,0.0718,-15.199,0,0.0407,5103,0.273
27,0.306,0.806,270680.0,0.784,0.000403,11,0.23,-9.696,0,0.067,7216,0.858
53,6.29e-06,0.429,,0.991,0.0141,5,0.0389,-4.824,0,0.0874,26227,0.607
85,0.472,0.692,170852.0,0.394,0.000191,2,0.117,-8.745,1,0.207,22982,0.324
68,0.0686,0.825,,0.52,0.0,1,0.142,-5.606,1,0.133,9117,0.67
15,0.871,0.356,385787.0,0.174,0.895,7,0.0974,-17.532,1,0.0449,22336,0.373
67,0.274,0.59,,0.587,0.0,8,0.167,-5.919,0,0.0457,22430,0.367
45,0.307,0.535,181091.0,0.678,0.0,4,0.249,-7.367,0,0.0786,2635,0.415
40,0.201,0.71,145392.0,0.486,0.672,9,0.104,-10.085,0,0.17,21788,0.628
42,0.0151,0.653,453933.0,0.549,0.742,4,0.11,-8.618,0,0.0275,5207,0.352
59,0.028,0.711,234360.0,0.753,2.96e-05,7,0.152,-6.461,1,0.0766,26227,0.588
29,0.177,0.633,,0.377,0.0105,10,0.102,-11.369,1,0.0601,7260,0.611
54,0.0502,0.583,190613.0,0.831,0.272,0,0.04,-3.417,0,0.0289,24373,0.628
52,0.0389,0.775,184443.0,0.494,0.0,11,0.198,-6.839,0,0.259,5255,0.176
3,0.977,0.477,,0.0689,0.0,3,0.113,-24.083,0,0.0972,19878,0.0399
64,0.912,0.452,117147.0,0.24,2.45e-06,4,0.175,-14.014,0,0.0351,8885,0.701
63,0.0409,0.787,,0.666,1.91e-05,2,0.296,-4.475,0,0.0485,10300,0.485
8,0.988,0.177,149907.0,0.33,0.888,2,0.142,-13.751,0,0.042,17652,0.19
31,0.00254,0.318,533000.0,0.691,0.195,7,0.125,-9.239,0,0.0365,19554,0.384
32,0.951,0.181,388853.0,0.127,0.735,4,0.118,-20.296,0,0.0435,26227,0.0352
57,0.000601,0.856,131202.0,0.545,0.000973,4,0.147,-10.888,0,0.253,13266,0.049
60,0.203,0.776,162995.0,0.624,0.0,3,0.178,-5.478,0,0.199,26227,0.57
66,0.0966,0.736,238427.0,0.761,0.0,7,0.0823,-5.449,1,0.0338,5209,0.114
55,0.201,0.579,,0.529,0.0,5,0.231,-11.548,0,0.025,26227,0.38
48,0.0242,0.846,,0.546,1.78e-06,3,0.106,-5.624,0,0.107,22086,0.599
38,0.0024,0.547,,0.953,0.405,0,0.132,-4.287,0,0.0392,8687,0.688
10,0.964,0.223,,0.037,0.0277,2,0.166,-28.845,0,0.0516,23269,0.0373
40,0.581,0.684,332893.0,0.538,0.857,7,0.0883,-10.551,1,0.0421,11933,0.366
44,0.0623,0.899,286145.0,0.365,0.000461,0,0.108,-12.418,0,0.201,5188,0.143
25,0.887,0.611,,0.752,0.0,6,0.782,-10.669,0,0.925,2318,0.368
48,0.972,0.367,149773.0,0.121,0.0322,9,0.0871,-13.778,0,0.0335,8492,0.0926
60,0.044,0.717,,0.726,1.12e-06,5,0.0931,-6.227,0,0.333,11058,0.419
53,0.449,0.783,194491.0,0.459,0.0206,11,0.187,-10.348,1,0.0836,8204,0.681
46,0.855,0.585,323907.0,0.309,0.123,0,0.0882,-12.976,0,0.0386,4878,0.146
53,0.279,0.668,282480.0,0.698,0.0,10,0.554,-7.222,1,0.123,21266,0.71
49,0.000307,0.499,,0.891,0.0,4,0.0986,-5.612,0,0.0522,21374,0.302
48,0.0251,0.758,242486.0,0.724,0.0,2,0.343,-3.924,1,0.143,10305,0.49
8,0.972,0.51,43893.0,0.0786,0.0,5,0.173,-27.245,0,0.278,1394,0.545
58,0.755,0.805,238000.0,0.337,0.00779,9,0.11,-12.664,0,0.0362,5192,0.643
20,0.368,0.57,225867.0,0.315,3.17e-06,1,0.0891,-10.431,0,0.0274,11912,0.392
44,0.0163,0.413,208600.0,0.712,0.000402,11,0.107,-5.024,0,0.0529,15273,0.491
11,0.981,0.395,288533.0,0.0876,0.0157,4,0.11,-20.123,1,0.0433,24622,0.177
51,0.0586,0.744,234756.0,0.816,0.0,3,0.358,-4.312,0,0.0572,5234,0.383
46,0.564,0.795,193092.0,0.934,1.33e-05,1,0.0974,-2.08,1,0.11,3900,0.89
51,0.229,0.717,183500.0,0.574,0.0,1,0.114,-10.902,1,0.356,15,0.353
38,0.993,0.448,334760.0,0.0146,0.885,6,0.0862,-28.024,0,0.0691,26227,0.142
39,0.073,0.431,357093.0,0.69,0.06,10,0.293,-7.42,0,0.0338,11855,0.192
45,0.0859,0.721,201613.0,0.655,4.52e-05,7,0.0592,-4.747,1,0.0274,8680,0.522
36,0.235,0.488,350267.0,0.409,0.0162,1,0.112,-14.739,0,0.0881,8162,0.499
46,0.377,0.56,258520.0,0.444,0.0,0,0.149,-9.664,0,0.0875,9938,0.493
25,0.979,0.265,404893.0,0.0213,0.00306,7,0.0786,-26.387,0,0.0496,13537,0.0394
50,0.813,0.485,353040.0,0.157,1.25e-06,11,0.135,-17.984,0,0.0452,3863,0.237
69,0.03,0.821,235263.0,0.694,0.0,0,0.411,-5.169,0,0.229,26227,0.23
49,0.044,0.491,177987.0,0.755,0.0,11,0.124,-2.561,0,0.3,11841,0.59
8,0.962,0.298,,0.13,0.000242,6,0.0903,-21.776,0,0.0679,21770,0.166
7,0.979,0.186,247680.0,0.107,0.0301,7,0.108,-20.533,1,0.0465,21568,0.0675
15,0.868,0.481,105933.0,0.608,6.42e-06,10,0.97,-22.423,1,0.907,25389,0.33
29,0.968,0.29,425056.0,0.128,0.0371,7,0.0981,-12.92,1,0.0334,23284,0.182
62,0.352,0.856,168787.0,0.412,0.0,4,0.0873,-7.598,0,0.0588,26227,0.533
9,0.983,0.233,352080.0,0.0611,0.017,8,0.109,-20.521,0,0.0513,14946,0.0387
16,0.974,0.164,128667.0,0.155,0.00127,11,0.108,-18.56,0,0.0467,14705,0.0461
31,0.408,0.877,153853.0,0.448,0.275,11,0.117,-10.434,0,0.0467,5358,0.707
41,0.00735,0.342,276331.0,0.59,0.00954,0,0.304,-6.649,1,0.0322,4370,0.238
56,0.825,0.414,,0.267,0.0,3,0.16,-9.58,1,0.0306,8728,0.151
51,0.503,0.594,229133.0,0.56,0.0,10,0.138,-6.38,0,0.0365,20643,0.52
42,0.821,0.509,258200.0,0.124,5.44e-06,5,0.0911,-12.908,0,0.0515,10148,0.297
31,0.0184,0.244,,0.824,0.000812,8,0.713,-3.63,0,0.0517,15871,0.545
52,0.0262,0.799,175984.0,0.649,0.427,1,0.119,-7.191,1,0.304,13112,0.57
21,0.612,0.626,303880.0,0.181,0.00635,5,0.151,-12.989,0,0.0355,3602,0.219
17,0.99,0.119,132818.0,0.04,0.853,10,0.0924,-25.11,1,0.0528,21923,0.0386
11,0.788,0.551,113241.0,0.52,0.0,4,0.948,-12.248,0,0.899,6318,0.466
40,0.775,0.399,256253.0,0.397,6.2e-05,6,0.404,-10.301,0,0.0324,9254,0.315
66,0.00457,0.334,206605.0,0.81,0.0,0,0.158,-4.855,1,0.0632,12275,0.306
46,0.804,0.613,,0.216,0.879,10,0.0901,-18.565,0,0.0368,20468,0.617
15,0.976,0.257,,0.143,2.4e-06,5,0.291,-16.583,0,0.0704,20126,0.0377
45,0.0188,0.559,225533.0,0.867,0.0,0,0.136,-1.903,0,0.0472,14124,0.721
37,0.961,0.162,179152.0,0.124,0.602,5,0.107,-12.6,0,0.0431,8451,0.0686
39,0.448,0.385,373560.0,0.25,1.36e-05,8,0.841,-14.912,0,0.0286,21535,0.351
61,0.665,0.408,153653.0,0.499,0.0,0,0.11,-7.651,0,0.0323,22700,0.554
12,0.758,0.472,,0.542,0.0,4,0.12,-14.802,0,0.912,16246,0.389
44,0.000354,0.272,204402.0,0.908,0.0362,2,0.18,-7.928,1,0.103,26227,0.38
23,0.0144,0.536,203267.0,0.974,0.585,0,0.0403,-4.488,0,0.171,9170,0.396
36,0.95,0.402,409800.0,0.191,0.00321,3,0.11,-15.15,0,0.0416,18942,0.194
32,0.136,0.516,192760.0,0.967,0.0941,0,0.0752,-7.864,0,0.0397,9693,0.144
66,0.0932,0.693,196093.0,0.823,0.0,8,0.328,-3.761,0,0.0726,22364,0.741
26,0.739,0.568,,0.0817,0.0,0,0.567,-29.121,0,0.853,9997,0.96
70,0.0588,0.791,202636.0,0.839,6.26e-05,2,0.259,-4.284,0,0.266,14180,0.383
31,0.123,0.734,208253.0,0.761,0.00117,5,0.0989,-7.871,0,0.0304,4594,0.968
0,0.996,0.488,125562.0,0.0017,0.958,7,0.0787,-38.405,0,0.0602,10500,0.176
70,0.941,0.526,200627.0,0.299,0.097,11,0.106,-13.797,0,0.031,12820,0.679
61,0.0432,0.848,,0.731,0.0,9,0.1,-6.332,1,0.444,13556,0.701
49,0.765,0.485,394862.0,0.497,0.886,5,0.132,-10.022,0,0.0308,26227,0.065
25,0.972,0.62,189597.0,0.186,0.0,8,0.112,-14.106,0,0.0861,24509,0.782
43,0.918,0.58,,0.451,0.00208,0,0.123,-9.451,0,0.0297,11092,0.295
40,0.864,0.533,215353.0,0.733,0.0,2,0.0917,-6.35,0,0.348,15857,0.755
51,0.68,0.812,301373.0,0.679,0.00283,5,0.314,-6.008,1,0.0559,23217,0.852
16,0.68,0.614,198740.0,0.38,0.0,0,0.817,-17.158,0,0.938,18810,0.638
32,8.22e-05,0.447,243936.0,0.618,0.836,8,0.146,-8.02,0,0.0299,11725,0.338
48,0.287,0.599,328467.0,0.598,2.44e-05,0,0.174,-11.786,0,0.0408,6367,0.673
64,0.219,0.711,182548.0,0.678,0.0,0,0.176,-6.398,0,0.0476,24398,0.615
42,0.923,0.546,125107.0,0.0947,0.0,3,0.274,-15.3,0,0.0322,19100,0.411
62,0.72,0.774,,0.244,0.915,0,0.379,-9.748,1,0.0299,933,0.421
50,0.00647,0.427,,0.913,0.0,9,0.471,-5.545,1,0.0806,6381,0.47
32,0.151,0.846,202760.0,0.721,0.0,5,0.253,-5.261,0,0.0498,5601,0.608
36,0.203,0.674,248827.0,0.734,0.0911,10,0.142,-6.33,0,0.0386,26227,0.755
21,0.975,0.194,201133.0,0.317,0.443,4,0.28,-14.535,0,0.0511,15147,0.139
29,0.901,0.19,437507.0,0.152,0.857,4,0.12,-18.73,0,0.0348,12476,0.0369
66,0.0388,0.875,,0.44,0.0,2,0.127,-8.701,1,0.299,186,0.311
57,0.91,0.574,368120.0,0.322,0.519,0,0.0836,-12.41,0,0.0264,20197,0.178
31,0.0344,0.28,744867.0,0.327,0.0113,1,0.708,-16.57,0,0.0488,8486,0.287
32,0.0558,0.52,435707.0,0.88,0.000463,10,0.96,-4.761,0,0.0281,1448,0.499
69,0.353,0.834,148494.0,0.551,0.0,8,0.103,-4.217,0,0.43,26227,0.5
5,0.959,0.453,,0.243,0.00393,6,0.613,-18.869,0,0.0823,12406,0.484
43,0.00209,0.471,,0.846,0.0369,4,0.126,-3.632,0,0.0416,4324,0.255
50,0.000211,0.442,210867.0,0.94,0.000121,10,0.0973,-4.396,0,0.0767,12726,0.289
42,0.552,0.356,,0.404,0.328,10,0.0734,-9.321,0,0.0406,26227,0.125
26,0.28,0.546,306191.0,0.366,4.85e-05,3,0.135,-12.218,1,0.0275,2957,0.212
70,0.251,0.817,180693.0,0.36,0.0,11,0.195,-6.45,1,0.0433,1333,0.514
56,0.00536,0.487,265907.0,0.702,4.93e-06,10,0.129,-6.043,0,0.0238,26227,0.306
4,0.984,0.319,182667.0,0.127,0.00188,4,0.396,-19.2,1,0.0641,18287,0.189
20,0.695,0.62,,0.96,0.0,4,0.926,-4.728,0,0.538,26043,0.59
59,0.293,0.786,,0.625,0.0,9,0.15,-4.194,0,0.0542,6248,0.216
50,0.0359,0.716,228856.0,0.657,0.000351,2,0.0817,-5.877,1,0.0881,6533,0.433
34,0.583,0.61,221493.0,0.332,0.00504,11,0.12,-12.16,0,0.0306,17411,0.286
62,0.00598,0.552,199413.0,0.804,0.0,11,0.111,-4.299,0,0.0303,25019,0.714
68,0.167,0.902,186672.0,0.67,0.0,1,0.107,-4.074,0,0.19,26227,0.39
20,0.0829,0.929,260173.0,0.311,3.28e-06,2,0.0556,-14.4,1,0.197,26227,0.773
8,0.965,0.415,,0.453,0.0131,8,0.673,-16.516,0,0.0691,23717,0.406
41,0.883,0.265,401400.0,0.118,0.531,6,0.142,-17.646,0,0.0402,12782,0.207
55,0.105,0.607,273173.0,0.43,0.0,0,0.106,-6.778,0,0.0251,26227,0.289
59,0.0345,0.596,210440.0,0.481,0.0,0,0.197,-8.676,0,0.353,26227,0.277
50,0.26,0.667,163547.0,0.763,0.0,7,0.115,-3.755,1,0.251,18764,0.514
39,0.295,0.7,229467.0,0.673,0.0,6,0.204,-7.204,1,0.245,347,0.76
30,0.991,0.19,525893.0,0.157,0.896,0,0.135,-20.365,0,0.0354,22303,0.0519
48,0.00159,0.518,205520.0,0.972,2.92e-06,11,0.23,-4.161,0,0.0794,8355,0.311
45,0.232,0.744,135750.0,0.754,0.0,7,0.15,-6.767,0,0.454,26227,0.364
62,0.443,0.746,232569.0,0.531,0.394,2,0.167,-7.882,1,0.034,7080,0.598
33,0.712,0.501,407467.0,0.331,0.00763,8,0.104,-16.005,1,0.0487,26227,0.701
46,0.398,0.529,260107.0,0.307,2.38e-05,1,0.101,-10.608,0,0.0364,8564,0.318
32,0.986,0.176,98576.0,0.0929,0.91,4,0.113,-27.559,0,0.0363,17126,0.316
34,0.762,0.445,,0.983,0.0,9,0.942,-5.395,1,0.943,21251,0.152
9,0.956,0.281,857160.0,0.135,0.000122,1,0.565,-19.751,1,0.0462,1485,0.0484
24,0.702,0.621,582773.0,0.656,0.0,7,0.963,-11.716,0,0.954,16585,0.274
27,0.99,0.312,173000.0,0.119,0.895,7,0.0956,-22.634,0,0.0364,26227,0.268
0,0.952,0.39,,0.163,0.0,3,0.169,-21.063,0,0.0635,23164,0.312
49,0.0003,0.418,224640.0,0.945,0.0,10,0.106,-3.757,0,0.0683,13567,0.693
61,0.747,0.732,,0.408,0.000229,2,0.069,-8.475,0,0.036,22098,0.663
53,0.0206,0.429,259200.0,0.88,0.698,0,0.607,-8.013,1,0.109,11909,0.255
49,0.0537,0.676,174360.0,0.746,0.0,5,0.357,-6.196,0,0.0328,2372,0.58
41,0.943,0.541,180760.0,0.12,0.843,2,0.106,-19.917,1,0.0683,26227,0.53
55,0.26,0.431,239307.0,0.733,0.866,3,0.184,-6.427,1,0.0257,1555,0.22
24,0.474,0.397,389000.0,0.761,0.0447,0,0.952,-8.264,0,0.0662,4602,0.63
72,0.69,0.55,221579.0,0.479,1.2e-06,2,0.145,-9.457,0,0.0451,19914,0.175
47,3.61e-05,0.469,191522.0,0.894,0.535,11,0.512,-4.981,0,0.0508,13395,0.476
13,0.707,0.576,,0.821,0.0,9,0.376,-10.475,0,0.918,2450,0.25
21,0.962,0.238,377467.0,0.222,0.00912,3,0.0932,-19.23,0,0.0507,3572,0.0794
57,0.0223,0.555,,0.854,3.95e-06,8,0.0672,-4.468,1,0.0609,5201,0.448
53,0.154,0.761,153000.0,0.742,0.0,11,0.126,-6.334,1,0.0556,25688,0.233
7,0.979,0.363,317960.0,0.127,0.000101,0,0.123,-19.318,0,0.111,18229,0.35
45,0.754,0.525,292773.0,0.329,0.0106,4,0.156,-8.806,0,0.0279,25719,0.0786
48,0.0469,0.693,239533.0,0.905,0.0,3,0.268,-8.701,0,0.303,20688,0.832
38,0.992,0.188,218267.0,0.0622,0.91,10,0.0703,-28.152,0,0.0472,16636,0.313
32,0.952,0.179,248667.0,0.106,0.872,0,0.346,-17.221,0,0.0384,11333,0.102
49,0.0426,0.746,238146.0,0.419,8.25e-05,2,0.119,-6.602,0,0.0466,8379,0.225
10,0.000981,0.441,367640.0,0.937,0.00745,11,0.385,-4.92,1,0.0523,26227,0.366
36,0.0147,0.495,,0.577,0.856,0,0.118,-6.282,1,0.0305,12630,0.921
41,0.00667,0.791,209045.0,0.712,2.21e-05,11,0.0961,-6.61,0,0.199,12664,0.259
19,0.954,0.255,,0.0599,0.142,1,0.0874,-20.027,1,0.0425,21739,0.069
46,8.97e-05,0.471,,0.989,0.0,9,0.101,-3.694,0,0.0717,24385,0.326
60,0.137,0.782,182000.0,0.614,0.0,0,0.334,-6.838,1,0.362,26227,0.794
60,0.384,0.725,154483.0,0.888,0.00269,8,0.163,-4.272,0,0.246,22095,0.595
47,0.0496,0.384,248187.0,0.744,0.0,11,0.0863,-4.754,0,0.185,17326,0.52
45,0.962,0.596,188640.0,0.174,0.0894,3,0.104,-18.634,0,0.0691,70,0.0748
62,0.334,0.486,192532.0,0.565,0.00041,6,0.105,-5.655,0,0.0326,13854,0.21
64,0.395,0.597,229760.0,0.417,8.35e-06,5,0.128,-7.952,0,0.0502,11023,0.263
26,0.00109,0.819,267573.0,0.789,0.839,0,0.0453,-9.479,1,0.039,26227,0.709
25,0.062,0.898,198747.0,0.531,0.0,4,0.0569,-5.201,0,0.0337,552,0.91
30,0.689,0.606,164165.0,0.615,0.0,9,0.59,-8.372,0,0.919,19479,0.66
54,0.978,0.484,162413.0,0.262,5.99e-05,10,0.117,-13.286,0,0.0263,25839,0.332
42,0.424,0.752,229827.0,0.544,8.69e-06,7,0.464,-10.017,1,0.0444,4675,0.455
7,0.962,0.433,96131.0,0.277,0.000141,5,0.425,-16.441,1,0.102,1145,0.258
63,0.00169,0.657,186067.0,0.96,0.000997,8,0.109,-3.524,1,0.07,6857,0.567
16,0.81,0.313,92626.0,0.976,6.86e-06,9,0.902,-5.46,0,0.764,14178,0.46
48,0.0013,0.312,309840.0,0.776,0.000268,2,0.096,-7.171,0,0.0358,10415,0.25
46,0.00191,0.504,251773.0,0.952,0.0,0,0.699,-3.449,1,0.0638,1063,0.237
